pair_id,real_video,fake_video,face_source_id,real_frames_path,fake_frames_path,real_num_frames,fake_num_frames,real_drive,fake_drive,real_status,fake_status,both_complete
1441,id27_0004,id24_id27_0004,24,H:\Celeb-real FRAMES\id27_0004,J:\DF\FR\Celeb-synthesis FRAMES\id24_id27_0004,307,321,H:,J:,complete,complete,yes
1442,id27_0005,id24_id27_0005,24,MISSING,J:\DF\FR\Celeb-synthesis FRAMES\id24_id27_0005,0,337,N/A,J:,missing,complete,no
1443,id27_0006,id24_id27_0006,24,H:\Celeb-real FRAMES\id27_0006,J:\DF\FR\Celeb-synthesis FRAMES\id24_id27_0006,295,339,H:,J:,complete,complete,yes
1444,id27_0007,id24_id27_0007,24,H:\Celeb-real FRAMES\id27_0007,J:\DF\FR\Celeb-synthesis FRAMES\id24_id27_0007,331,308,H:,J:,complete,complete,yes
1445,id27_0008,id24_id27_0008,24,H:\Celeb-real FRAMES\id27_0008,J:\DF\FR\Celeb-synthesis FRAMES\id24_id27_0008,331,323,H:,J:,complete,complete,yes
1446,id27_0009,id24_id27_0009,24,H:\Celeb-real FRAMES\id27_0009,J:\DF\FR\Celeb-synthesis FRAMES\id24_id27_0009,311,310,H:,J:,complete,complete,yes
1447,id28_0000,id24_id28_0000,24,H:\Celeb-real FRAMES\id28_0000,J:\DF\FR\Celeb-synthesis FRAMES\id24_id28_0000,330,292,H:,J:,complete,complete,yes
1448,id28_0002,id24_id28_0002,24,H:\Celeb-real FRAMES\id28_0002,J:\DF\FR\Celeb-synthesis FRAMES\id24_id28_0002,310,317,H:,J:,complete,complete,yes
1449,id28_0003,id24_id28_0003,24,H:\Celeb-real FRAMES\id28_0003,J:\DF\FR\Celeb-synthesis FRAMES\id24_id28_0003,332,319,H:,J:,complete,complete,yes
1450,id28_0004,id24_id28_0004,24,H:\Celeb-real FRAMES\id28_0004,J:\DF\FR\Celeb-synthesis FRAMES\id24_id28_0004,311,321,H:,J:,complete,complete,yes
1451,id28_0005,id24_id28_0005,24,H:\Celeb-real FRAMES\id28_0005,J:\DF\FR\Celeb-synthesis FRAMES\id24_id28_0005,332,337,H:,J:,complete,complete,yes
1452,id28_0006,id24_id28_0006,24,H:\Celeb-real FRAMES\id28_0006,J:\DF\FR\Celeb-synthesis FRAMES\id24_id28_0006,323,339,H:,J:,complete,complete,yes
1453,id28_0007,id24_id28_0007,24,H:\Celeb-real FRAMES\id28_0007,J:\DF\FR\Celeb-synthesis FRAMES\id24_id28_0007,301,308,H:,J:,complete,complete,yes
1454,id28_0008,id24_id28_0008,24,H:\Celeb-real FRAMES\id28_0008,J:\DF\FR\Celeb-synthesis FRAMES\id24_id28_0008,342,323,H:,J:,complete,complete,yes
1455,id28_0009,id24_id28_0009,24,H:\Celeb-real FRAMES\id28_0009,J:\DF\FR\Celeb-synthesis FRAMES\id24_id28_0009,331,310,H:,J:,complete,complete,yes
1456,id19_0002,id25_id19_0002,25,H:\Celeb-real FRAMES\id19_0002,J:\DF\FR\Celeb-synthesis FRAMES\id25_id19_0002,320,341,H:,J:,complete,complete,yes
1457,id19_0003,id25_id19_0003,25,H:\Celeb-real FRAMES\id19_0003,J:\DF\FR\Celeb-synthesis FRAMES\id25_id19_0003,337,250,H:,J:,complete,complete,yes
1458,id19_0007,id25_id19_0007,25,H:\Celeb-real FRAMES\id19_0007,J:\DF\FR\Celeb-synthesis FRAMES\id25_id19_0007,328,321,H:,J:,complete,complete,yes
1459,id19_0008,id25_id19_0008,25,H:\Celeb-real FRAMES\id19_0008,J:\DF\FR\Celeb-synthesis FRAMES\id25_id19_0008,324,323,H:,J:,complete,complete,yes
1460,id20_0002,id25_id20_0002,25,H:\Celeb-real FRAMES\id20_0002,J:\DF\FR\Celeb-synthesis FRAMES\id25_id20_0002,311,341,H:,J:,complete,complete,yes
1461,id20_0003,id25_id20_0003,25,H:\Celeb-real FRAMES\id20_0003,J:\DF\FR\Celeb-synthesis FRAMES\id25_id20_0003,337,250,H:,J:,complete,complete,yes
1462,id20_0005,id25_id20_0005,25,H:\Celeb-real FRAMES\id20_0005,J:\DF\FR\Celeb-synthesis FRAMES\id25_id20_0005,324,309,H:,J:,complete,complete,yes
1463,id20_0007,id25_id20_0007,25,H:\Celeb-real FRAMES\id20_0007,J:\DF\FR\Celeb-synthesis FRAMES\id25_id20_0007,347,321,H:,J:,complete,complete,yes
1464,id20_0008,id25_id20_0008,25,H:\Celeb-real FRAMES\id20_0008,J:\DF\FR\Celeb-synthesis FRAMES\id25_id20_0008,338,323,H:,J:,complete,complete,yes
1465,id21_0002,id25_id21_0002,25,H:\Celeb-real FRAMES\id21_0002,J:\DF\FR\Celeb-synthesis FRAMES\id25_id21_0002,334,341,H:,J:,complete,complete,yes
1466,id21_0003,id25_id21_0003,25,H:\Celeb-real FRAMES\id21_0003,J:\DF\FR\Celeb-synthesis FRAMES\id25_id21_0003,178,250,H:,J:,complete,complete,yes
1467,id21_0005,id25_id21_0005,25,H:\Celeb-real FRAMES\id21_0005,J:\DF\FR\Celeb-synthesis FRAMES\id25_id21_0005,165,309,H:,J:,complete,complete,yes
1468,id21_0007,id25_id21_0007,25,H:\Celeb-real FRAMES\id21_0007,J:\DF\FR\Celeb-synthesis FRAMES\id25_id21_0007,317,321,H:,J:,complete,complete,yes
1469,id21_0008,id25_id21_0008,25,H:\Celeb-real FRAMES\id21_0008,J:\DF\FR\Celeb-synthesis FRAMES\id25_id21_0008,322,323,H:,J:,complete,complete,yes
1470,id22_0002,id25_id22_0002,25,H:\Celeb-real FRAMES\id22_0002,J:\DF\FR\Celeb-synthesis FRAMES\id25_id22_0002,283,341,H:,J:,complete,complete,yes
1471,id22_0003,id25_id22_0003,25,H:\Celeb-real FRAMES\id22_0003,J:\DF\FR\Celeb-synthesis FRAMES\id25_id22_0003,273,250,H:,J:,complete,complete,yes
1472,id22_0004,id25_id22_0004,25,H:\Celeb-real FRAMES\id22_0004,J:\DF\FR\Celeb-synthesis FRAMES\id25_id22_0004,312,327,H:,J:,complete,complete,yes
1473,id22_0007,id25_id22_0007,25,H:\Celeb-real FRAMES\id22_0007,J:\DF\FR\Celeb-synthesis FRAMES\id25_id22_0007,333,321,H:,J:,complete,complete,yes
1474,id22_0008,id25_id22_0008,25,H:\Celeb-real FRAMES\id22_0008,J:\DF\FR\Celeb-synthesis FRAMES\id25_id22_0008,325,323,H:,J:,complete,complete,yes
1475,id23_0000,id25_id23_0000,25,H:\Celeb-real FRAMES\id23_0000,J:\DF\FR\Celeb-synthesis FRAMES\id25_id23_0000,318,243,H:,J:,complete,complete,yes
1476,id23_0002,id25_id23_0002,25,H:\Celeb-real FRAMES\id23_0002,J:\DF\FR\Celeb-synthesis FRAMES\id25_id23_0002,319,341,H:,J:,complete,complete,yes
1477,id23_0003,id25_id23_0003,25,H:\Celeb-real FRAMES\id23_0003,J:\DF\FR\Celeb-synthesis FRAMES\id25_id23_0003,186,250,H:,J:,complete,complete,yes
1478,id23_0005,id25_id23_0005,25,H:\Celeb-real FRAMES\id23_0005,J:\DF\FR\Celeb-synthesis FRAMES\id25_id23_0005,308,309,H:,J:,complete,complete,yes
1479,id23_0007,id25_id23_0007,25,H:\Celeb-real FRAMES\id23_0007,J:\DF\FR\Celeb-synthesis FRAMES\id25_id23_0007,306,321,H:,J:,complete,complete,yes
1480,id23_0008,id25_id23_0008,25,H:\Celeb-real FRAMES\id23_0008,J:\DF\FR\Celeb-synthesis FRAMES\id25_id23_0008,308,323,H:,J:,complete,complete,yes
1481,id24_0002,id25_id24_0002,25,H:\Celeb-real FRAMES\id24_0002,J:\DF\FR\Celeb-synthesis FRAMES\id25_id24_0002,317,341,H:,J:,complete,complete,yes
1482,id24_0003,id25_id24_0003,25,H:\Celeb-real FRAMES\id24_0003,J:\DF\FR\Celeb-synthesis FRAMES\id25_id24_0003,319,250,H:,J:,complete,complete,yes
1483,id24_0005,id25_id24_0005,25,H:\Celeb-real FRAMES\id24_0005,J:\DF\FR\Celeb-synthesis FRAMES\id25_id24_0005,337,309,H:,J:,complete,complete,yes
1484,id24_0007,id25_id24_0007,25,H:\Celeb-real FRAMES\id24_0007,J:\DF\FR\Celeb-synthesis FRAMES\id25_id24_0007,308,321,H:,J:,complete,complete,yes
1485,id24_0008,id25_id24_0008,25,H:\Celeb-real FRAMES\id24_0008,J:\DF\FR\Celeb-synthesis FRAMES\id25_id24_0008,323,323,H:,J:,complete,complete,yes
1486,id26_0000,id25_id26_0000,25,H:\Celeb-real FRAMES\id26_0000,J:\DF\FR\Celeb-synthesis FRAMES\id25_id26_0000,327,243,H:,J:,complete,complete,yes
1487,id26_0002,id25_id26_0002,25,H:\Celeb-real FRAMES\id26_0002,J:\DF\FR\Celeb-synthesis FRAMES\id25_id26_0002,322,341,H:,J:,complete,complete,yes
1488,id26_0003,id25_id26_0003,25,H:\Celeb-real FRAMES\id26_0003,J:\DF\FR\Celeb-synthesis FRAMES\id25_id26_0003,249,250,H:,J:,complete,complete,yes
1489,id26_0004,id25_id26_0004,25,H:\Celeb-real FRAMES\id26_0004,J:\DF\FR\Celeb-synthesis FRAMES\id25_id26_0004,350,327,H:,J:,complete,complete,yes
1490,id26_0005,id25_id26_0005,25,H:\Celeb-real FRAMES\id26_0005,J:\DF\FR\Celeb-synthesis FRAMES\id25_id26_0005,336,309,H:,J:,complete,complete,yes
1491,id26_0006,id25_id26_0006,25,H:\Celeb-real FRAMES\id26_0006,J:\DF\FR\Celeb-synthesis FRAMES\id25_id26_0006,307,315,H:,J:,complete,complete,yes
1492,id26_0007,id25_id26_0007,25,H:\Celeb-real FRAMES\id26_0007,J:\DF\FR\Celeb-synthesis FRAMES\id25_id26_0007,338,321,H:,J:,complete,complete,yes
1493,id26_0008,id25_id26_0008,25,H:\Celeb-real FRAMES\id26_0008,J:\DF\FR\Celeb-synthesis FRAMES\id25_id26_0008,318,323,H:,J:,complete,complete,yes
1494,id27_0002,id25_id27_0002,25,H:\Celeb-real FRAMES\id27_0002,J:\DF\FR\Celeb-synthesis FRAMES\id25_id27_0002,340,341,H:,J:,complete,complete,yes
1495,id27_0003,id25_id27_0003,25,H:\Celeb-real FRAMES\id27_0003,J:\DF\FR\Celeb-synthesis FRAMES\id25_id27_0003,283,250,H:,J:,complete,complete,yes
1496,id27_0004,id25_id27_0004,25,H:\Celeb-real FRAMES\id27_0004,J:\DF\FR\Celeb-synthesis FRAMES\id25_id27_0004,307,327,H:,J:,complete,complete,yes
1497,id27_0005,id25_id27_0005,25,MISSING,J:\DF\FR\Celeb-synthesis FRAMES\id25_id27_0005,0,309,N/A,J:,missing,complete,no
1498,id27_0007,id25_id27_0007,25,H:\Celeb-real FRAMES\id27_0007,J:\DF\FR\Celeb-synthesis FRAMES\id25_id27_0007,331,321,H:,J:,complete,complete,yes
1499,id27_0008,id25_id27_0008,25,H:\Celeb-real FRAMES\id27_0008,J:\DF\FR\Celeb-synthesis FRAMES\id25_id27_0008,331,323,H:,J:,complete,complete,yes
1500,id28_0000,id25_id28_0000,25,H:\Celeb-real FRAMES\id28_0000,J:\DF\FR\Celeb-synthesis FRAMES\id25_id28_0000,330,243,H:,J:,complete,complete,yes
1501,id28_0002,id25_id28_0002,25,H:\Celeb-real FRAMES\id28_0002,J:\DF\FR\Celeb-synthesis FRAMES\id25_id28_0002,310,341,H:,J:,complete,complete,yes
1502,id28_0003,id25_id28_0003,25,H:\Celeb-real FRAMES\id28_0003,J:\DF\FR\Celeb-synthesis FRAMES\id25_id28_0003,332,250,H:,J:,complete,complete,yes
1503,id28_0005,id25_id28_0005,25,H:\Celeb-real FRAMES\id28_0005,J:\DF\FR\Celeb-synthesis FRAMES\id25_id28_0005,332,309,H:,J:,complete,complete,yes
1504,id28_0007,id25_id28_0007,25,H:\Celeb-real FRAMES\id28_0007,J:\DF\FR\Celeb-synthesis FRAMES\id25_id28_0007,301,321,H:,J:,complete,complete,yes
1505,id28_0008,id25_id28_0008,25,H:\Celeb-real FRAMES\id28_0008,J:\DF\FR\Celeb-synthesis FRAMES\id25_id28_0008,342,323,H:,J:,complete,complete,yes
1506,id0_0000,id26_id0_0000,26,H:\Celeb-real FRAMES\id0_0000,J:\DF\FR\Celeb-synthesis FRAMES\id26_id0_0000,469,327,H:,J:,complete,complete,yes
1507,id0_0001,id26_id0_0001,26,H:\Celeb-real FRAMES\id0_0001,J:\DF\FR\Celeb-synthesis FRAMES\id26_id0_0001,303,320,H:,J:,complete,complete,yes
1508,id0_0003,id26_id0_0003,26,H:\Celeb-real FRAMES\id0_0003,J:\DF\FR\Celeb-synthesis FRAMES\id26_id0_0003,529,249,H:,J:,complete,complete,yes
1509,id0_0004,id26_id0_0004,26,H:\Celeb-real FRAMES\id0_0004,J:\DF\FR\Celeb-synthesis FRAMES\id26_id0_0004,246,350,H:,J:,complete,complete,yes
1510,id0_0005,id26_id0_0005,26,H:\Celeb-real FRAMES\id0_0005,J:\DF\FR\Celeb-synthesis FRAMES\id26_id0_0005,459,336,H:,J:,complete,complete,yes
1511,id0_0006,id26_id0_0006,26,H:\Celeb-real FRAMES\id0_0006,J:\DF\FR\Celeb-synthesis FRAMES\id26_id0_0006,534,307,H:,J:,complete,complete,yes
1512,id0_0009,id26_id0_0009,26,H:\Celeb-real FRAMES\id0_0009,J:\DF\FR\Celeb-synthesis FRAMES\id26_id0_0009,520,334,H:,J:,complete,complete,yes
1513,id16_0000,id26_id16_0000,26,H:\Celeb-real FRAMES\id16_0000,J:\DF\FR\Celeb-synthesis FRAMES\id26_id16_0000,317,327,H:,J:,complete,complete,yes
1514,id16_0001,id26_id16_0001,26,H:\Celeb-real FRAMES\id16_0001,J:\DF\FR\Celeb-synthesis FRAMES\id26_id16_0001,316,320,H:,J:,complete,complete,yes
1515,id16_0003,id26_id16_0003,26,H:\Celeb-real FRAMES\id16_0003,J:\DF\FR\Celeb-synthesis FRAMES\id26_id16_0003,303,249,H:,J:,complete,complete,yes
1516,id16_0004,id26_id16_0004,26,H:\Celeb-real FRAMES\id16_0004,J:\DF\FR\Celeb-synthesis FRAMES\id26_id16_0004,410,350,H:,J:,complete,complete,yes
1517,id16_0006,id26_id16_0006,26,H:\Celeb-real FRAMES\id16_0006,J:\DF\FR\Celeb-synthesis FRAMES\id26_id16_0006,224,307,H:,J:,complete,complete,yes
1518,id16_0009,id26_id16_0009,26,H:\Celeb-real FRAMES\id16_0009,J:\DF\FR\Celeb-synthesis FRAMES\id26_id16_0009,315,334,H:,J:,complete,complete,yes
1519,id17_0000,id26_id17_0000,26,H:\Celeb-real FRAMES\id17_0000,J:\DF\FR\Celeb-synthesis FRAMES\id26_id17_0000,305,327,H:,J:,complete,complete,yes
1520,id17_0003,id26_id17_0003,26,H:\Celeb-real FRAMES\id17_0003,J:\DF\FR\Celeb-synthesis FRAMES\id26_id17_0003,247,249,H:,J:,complete,complete,yes
1521,id17_0004,id26_id17_0004,26,H:\Celeb-real FRAMES\id17_0004,J:\DF\FR\Celeb-synthesis FRAMES\id26_id17_0004,306,350,H:,J:,complete,complete,yes
1522,id17_0005,id26_id17_0005,26,H:\Celeb-real FRAMES\id17_0005,J:\DF\FR\Celeb-synthesis FRAMES\id26_id17_0005,312,336,H:,J:,complete,complete,yes
1523,id17_0006,id26_id17_0006,26,H:\Celeb-real FRAMES\id17_0006,J:\DF\FR\Celeb-synthesis FRAMES\id26_id17_0006,201,307,H:,J:,complete,complete,yes
1524,id17_0008,id26_id17_0008,26,H:\Celeb-real FRAMES\id17_0008,J:\DF\FR\Celeb-synthesis FRAMES\id26_id17_0008,269,318,H:,J:,complete,complete,yes
1525,id19_0000,id26_id19_0000,26,H:\Celeb-real FRAMES\id19_0000,J:\DF\FR\Celeb-synthesis FRAMES\id26_id19_0000,327,327,H:,J:,complete,complete,yes
1526,id19_0002,id26_id19_0002,26,H:\Celeb-real FRAMES\id19_0002,J:\DF\FR\Celeb-synthesis FRAMES\id26_id19_0002,320,322,H:,J:,complete,complete,yes
1527,id19_0003,id26_id19_0003,26,H:\Celeb-real FRAMES\id19_0003,J:\DF\FR\Celeb-synthesis FRAMES\id26_id19_0003,337,249,H:,J:,complete,complete,yes
1528,id19_0004,id26_id19_0004,26,H:\Celeb-real FRAMES\id19_0004,J:\DF\FR\Celeb-synthesis FRAMES\id26_id19_0004,323,350,H:,J:,complete,complete,yes
1529,id19_0005,id26_id19_0005,26,H:\Celeb-real FRAMES\id19_0005,J:\DF\FR\Celeb-synthesis FRAMES\id26_id19_0005,322,336,H:,J:,complete,complete,yes
1530,id1_0000,id26_id1_0000,26,H:\Celeb-real FRAMES\id1_0000,J:\DF\FR\Celeb-synthesis FRAMES\id26_id1_0000,371,327,H:,J:,complete,complete,yes
1531,id1_0001,id26_id1_0001,26,H:\Celeb-real FRAMES\id1_0001,J:\DF\FR\Celeb-synthesis FRAMES\id26_id1_0001,276,320,H:,J:,complete,complete,yes
1532,id1_0002,id26_id1_0002,26,H:\Celeb-real FRAMES\id1_0002,J:\DF\FR\Celeb-synthesis FRAMES\id26_id1_0002,400,322,H:,J:,complete,complete,yes
1533,id1_0003,id26_id1_0003,26,H:\Celeb-real FRAMES\id1_0003,J:\DF\FR\Celeb-synthesis FRAMES\id26_id1_0003,451,249,H:,J:,complete,complete,yes
1534,id1_0004,id26_id1_0004,26,H:\Celeb-real FRAMES\id1_0004,J:\DF\FR\Celeb-synthesis FRAMES\id26_id1_0004,409,350,H:,J:,complete,complete,yes
1535,id1_0006,id26_id1_0006,26,H:\Celeb-real FRAMES\id1_0006,J:\DF\FR\Celeb-synthesis FRAMES\id26_id1_0006,505,307,H:,J:,complete,complete,yes
1536,id1_0009,id26_id1_0009,26,H:\Celeb-real FRAMES\id1_0009,J:\DF\FR\Celeb-synthesis FRAMES\id26_id1_0009,412,334,H:,J:,complete,complete,yes
1537,id20_0000,id26_id20_0000,26,H:\Celeb-real FRAMES\id20_0000,J:\DF\FR\Celeb-synthesis FRAMES\id26_id20_0000,315,327,H:,J:,complete,complete,yes
1538,id20_0001,id26_id20_0001,26,H:\Celeb-real FRAMES\id20_0001,J:\DF\FR\Celeb-synthesis FRAMES\id26_id20_0001,306,320,H:,J:,complete,complete,yes
1539,id20_0003,id26_id20_0003,26,H:\Celeb-real FRAMES\id20_0003,J:\DF\FR\Celeb-synthesis FRAMES\id26_id20_0003,337,249,H:,J:,complete,complete,yes
1540,id20_0004,id26_id20_0004,26,H:\Celeb-real FRAMES\id20_0004,J:\DF\FR\Celeb-synthesis FRAMES\id26_id20_0004,325,350,H:,J:,complete,complete,yes
1541,id20_0005,id26_id20_0005,26,H:\Celeb-real FRAMES\id20_0005,J:\DF\FR\Celeb-synthesis FRAMES\id26_id20_0005,324,336,H:,J:,complete,complete,yes
1542,id20_0008,id26_id20_0008,26,H:\Celeb-real FRAMES\id20_0008,J:\DF\FR\Celeb-synthesis FRAMES\id26_id20_0008,338,318,H:,J:,complete,complete,yes
1543,id20_0009,id26_id20_0009,26,H:\Celeb-real FRAMES\id20_0009,J:\DF\FR\Celeb-synthesis FRAMES\id26_id20_0009,334,334,H:,J:,complete,complete,yes
1544,id21_0000,id26_id21_0000,26,H:\Celeb-real FRAMES\id21_0000,J:\DF\FR\Celeb-synthesis FRAMES\id26_id21_0000,234,327,H:,J:,complete,complete,yes
1545,id21_0004,id26_id21_0004,26,H:\Celeb-real FRAMES\id21_0004,J:\DF\FR\Celeb-synthesis FRAMES\id26_id21_0004,225,350,H:,J:,complete,complete,yes
1546,id21_0005,id26_id21_0005,26,H:\Celeb-real FRAMES\id21_0005,J:\DF\FR\Celeb-synthesis FRAMES\id26_id21_0005,165,336,H:,J:,complete,complete,yes
1547,id21_0008,id26_id21_0008,26,H:\Celeb-real FRAMES\id21_0008,J:\DF\FR\Celeb-synthesis FRAMES\id26_id21_0008,322,318,H:,J:,complete,complete,yes
1548,id22_0000,id26_id22_0000,26,H:\Celeb-real FRAMES\id22_0000,J:\DF\FR\Celeb-synthesis FRAMES\id26_id22_0000,199,327,H:,J:,complete,complete,yes
1549,id22_0001,id26_id22_0001,26,H:\Celeb-real FRAMES\id22_0001,J:\DF\FR\Celeb-synthesis FRAMES\id26_id22_0001,310,320,H:,J:,complete,complete,yes
1550,id22_0003,id26_id22_0003,26,H:\Celeb-real FRAMES\id22_0003,J:\DF\FR\Celeb-synthesis FRAMES\id26_id22_0003,273,249,H:,J:,complete,complete,yes
1551,id22_0004,id26_id22_0004,26,H:\Celeb-real FRAMES\id22_0004,J:\DF\FR\Celeb-synthesis FRAMES\id26_id22_0004,312,350,H:,J:,complete,complete,yes
1552,id22_0005,id26_id22_0005,26,H:\Celeb-real FRAMES\id22_0005,J:\DF\FR\Celeb-synthesis FRAMES\id26_id22_0005,365,336,H:,J:,complete,complete,yes
1553,id22_0009,id26_id22_0009,26,H:\Celeb-real FRAMES\id22_0009,J:\DF\FR\Celeb-synthesis FRAMES\id26_id22_0009,332,334,H:,J:,complete,complete,yes
1554,id23_0001,id26_id23_0001,26,H:\Celeb-real FRAMES\id23_0001,J:\DF\FR\Celeb-synthesis FRAMES\id26_id23_0001,309,320,H:,J:,complete,complete,yes
1555,id23_0002,id26_id23_0002,26,H:\Celeb-real FRAMES\id23_0002,J:\DF\FR\Celeb-synthesis FRAMES\id26_id23_0002,319,322,H:,J:,complete,complete,yes
1556,id23_0003,id26_id23_0003,26,H:\Celeb-real FRAMES\id23_0003,J:\DF\FR\Celeb-synthesis FRAMES\id26_id23_0003,186,249,H:,J:,complete,complete,yes
1557,id23_0004,id26_id23_0004,26,H:\Celeb-real FRAMES\id23_0004,J:\DF\FR\Celeb-synthesis FRAMES\id26_id23_0004,307,350,H:,J:,complete,complete,yes
1558,id23_0009,id26_id23_0009,26,H:\Celeb-real FRAMES\id23_0009,J:\DF\FR\Celeb-synthesis FRAMES\id26_id23_0009,316,334,H:,J:,complete,complete,yes
1559,id24_0001,id26_id24_0001,26,H:\Celeb-real FRAMES\id24_0001,J:\DF\FR\Celeb-synthesis FRAMES\id26_id24_0001,315,320,H:,J:,complete,complete,yes
1560,id24_0003,id26_id24_0003,26,H:\Celeb-real FRAMES\id24_0003,J:\DF\FR\Celeb-synthesis FRAMES\id26_id24_0003,319,249,H:,J:,complete,complete,yes
1561,id24_0004,id26_id24_0004,26,H:\Celeb-real FRAMES\id24_0004,J:\DF\FR\Celeb-synthesis FRAMES\id26_id24_0004,321,350,H:,J:,complete,complete,yes
1562,id24_0009,id26_id24_0009,26,H:\Celeb-real FRAMES\id24_0009,J:\DF\FR\Celeb-synthesis FRAMES\id26_id24_0009,310,334,H:,J:,complete,complete,yes
1563,id25_0000,id26_id25_0000,26,H:\Celeb-real FRAMES\id25_0000,J:\DF\FR\Celeb-synthesis FRAMES\id26_id25_0000,243,327,H:,J:,complete,complete,yes
1564,id25_0001,id26_id25_0001,26,H:\Celeb-real FRAMES\id25_0001,J:\DF\FR\Celeb-synthesis FRAMES\id26_id25_0001,342,320,H:,J:,complete,complete,yes
1565,id25_0002,id26_id25_0002,26,H:\Celeb-real FRAMES\id25_0002,J:\DF\FR\Celeb-synthesis FRAMES\id26_id25_0002,341,322,H:,J:,complete,complete,yes
1566,id25_0003,id26_id25_0003,26,H:\Celeb-real FRAMES\id25_0003,J:\DF\FR\Celeb-synthesis FRAMES\id26_id25_0003,250,249,H:,J:,complete,complete,yes
1567,id25_0004,id26_id25_0004,26,H:\Celeb-real FRAMES\id25_0004,J:\DF\FR\Celeb-synthesis FRAMES\id26_id25_0004,327,350,H:,J:,complete,complete,yes
1568,id25_0005,id26_id25_0005,26,H:\Celeb-real FRAMES\id25_0005,J:\DF\FR\Celeb-synthesis FRAMES\id26_id25_0005,309,336,H:,J:,complete,complete,yes
1569,id25_0006,id26_id25_0006,26,H:\Celeb-real FRAMES\id25_0006,J:\DF\FR\Celeb-synthesis FRAMES\id26_id25_0006,315,307,H:,J:,complete,complete,yes
1570,id25_0008,id26_id25_0008,26,H:\Celeb-real FRAMES\id25_0008,J:\DF\FR\Celeb-synthesis FRAMES\id26_id25_0008,323,318,H:,J:,complete,complete,yes
1571,id25_0009,id26_id25_0009,26,H:\Celeb-real FRAMES\id25_0009,J:\DF\FR\Celeb-synthesis FRAMES\id26_id25_0009,315,334,H:,J:,complete,complete,yes
1572,id27_0000,id26_id27_0000,26,H:\Celeb-real FRAMES\id27_0000,J:\DF\FR\Celeb-synthesis FRAMES\id26_id27_0000,317,327,H:,J:,complete,complete,yes
1573,id27_0001,id26_id27_0001,26,H:\Celeb-real FRAMES\id27_0001,J:\DF\FR\Celeb-synthesis FRAMES\id26_id27_0001,288,320,H:,J:,complete,complete,yes
1574,id27_0003,id26_id27_0003,26,H:\Celeb-real FRAMES\id27_0003,J:\DF\FR\Celeb-synthesis FRAMES\id26_id27_0003,283,249,H:,J:,complete,complete,yes
1575,id27_0004,id26_id27_0004,26,H:\Celeb-real FRAMES\id27_0004,J:\DF\FR\Celeb-synthesis FRAMES\id26_id27_0004,307,350,H:,J:,complete,complete,yes
1576,id27_0005,id26_id27_0005,26,MISSING,J:\DF\FR\Celeb-synthesis FRAMES\id26_id27_0005,0,336,N/A,J:,missing,complete,no
1577,id27_0008,id26_id27_0008,26,H:\Celeb-real FRAMES\id27_0008,J:\DF\FR\Celeb-synthesis FRAMES\id26_id27_0008,331,318,H:,J:,complete,complete,yes
1578,id28_0000,id26_id28_0000,26,H:\Celeb-real FRAMES\id28_0000,J:\DF\FR\Celeb-synthesis FRAMES\id26_id28_0000,330,327,H:,J:,complete,complete,yes
1579,id28_0001,id26_id28_0001,26,H:\Celeb-real FRAMES\id28_0001,J:\DF\FR\Celeb-synthesis FRAMES\id26_id28_0001,333,320,H:,J:,complete,complete,yes
1580,id28_0002,id26_id28_0002,26,H:\Celeb-real FRAMES\id28_0002,J:\DF\FR\Celeb-synthesis FRAMES\id26_id28_0002,310,322,H:,J:,complete,complete,yes
1581,id28_0003,id26_id28_0003,26,H:\Celeb-real FRAMES\id28_0003,J:\DF\FR\Celeb-synthesis FRAMES\id26_id28_0003,332,249,H:,J:,complete,complete,yes
1582,id28_0004,id26_id28_0004,26,H:\Celeb-real FRAMES\id28_0004,J:\DF\FR\Celeb-synthesis FRAMES\id26_id28_0004,311,350,H:,J:,complete,complete,yes
1583,id28_0005,id26_id28_0005,26,H:\Celeb-real FRAMES\id28_0005,J:\DF\FR\Celeb-synthesis FRAMES\id26_id28_0005,332,336,H:,J:,complete,complete,yes
1584,id28_0008,id26_id28_0008,26,H:\Celeb-real FRAMES\id28_0008,J:\DF\FR\Celeb-synthesis FRAMES\id26_id28_0008,342,318,H:,J:,complete,complete,yes
1585,id29_0001,id26_id29_0001,26,H:\Celeb-real FRAMES\id29_0001,J:\DF\FR\Celeb-synthesis FRAMES\id26_id29_0001,310,320,H:,J:,complete,complete,yes
1586,id29_0003,id26_id29_0003,26,H:\Celeb-real FRAMES\id29_0003,J:\DF\FR\Celeb-synthesis FRAMES\id26_id29_0003,344,249,H:,J:,complete,complete,yes
1587,id29_0004,id26_id29_0004,26,H:\Celeb-real FRAMES\id29_0004,J:\DF\FR\Celeb-synthesis FRAMES\id26_id29_0004,364,350,H:,J:,complete,complete,yes
1588,id29_0006,id26_id29_0006,26,H:\Celeb-real FRAMES\id29_0006,J:\DF\FR\Celeb-synthesis FRAMES\id26_id29_0006,472,307,H:,J:,complete,complete,yes
1589,id29_0008,id26_id29_0008,26,H:\Celeb-real FRAMES\id29_0008,J:\DF\FR\Celeb-synthesis FRAMES\id26_id29_0008,450,318,H:,J:,complete,complete,yes
1590,id29_0009,id26_id29_0009,26,H:\Celeb-real FRAMES\id29_0009,J:\DF\FR\Celeb-synthesis FRAMES\id26_id29_0009,474,334,H:,J:,complete,complete,yes
