video_name,type,frame_folder_path,num_frames,status,drive,source_real_video,face_source_id,num_related_fakes,num_related_reals
id26_id17_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id17_0006,307,complete,J:,id17_0006,26,,1
id26_id17_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id17_0008,318,complete,J:,id17_0008,26,,1
id26_id19_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id19_0000,327,complete,J:,id19_0000,26,,1
id26_id19_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id19_0002,322,complete,J:,id19_0002,26,,1
id26_id19_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id19_0003,249,complete,J:,id19_0003,26,,1
id26_id19_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id19_0004,350,complete,J:,id19_0004,26,,1
id26_id19_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id19_0005,336,complete,J:,id19_0005,26,,1
id26_id1_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id1_0000,327,complete,J:,id1_0000,26,,1
id26_id1_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id1_0001,320,complete,J:,id1_0001,26,,1
id26_id1_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id1_0002,322,complete,J:,id1_0002,26,,1
id26_id1_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id1_0003,249,complete,J:,id1_0003,26,,1
id26_id1_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id1_0004,350,complete,J:,id1_0004,26,,1
id26_id1_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id1_0006,307,complete,J:,id1_0006,26,,1
id26_id1_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id1_0009,334,complete,J:,id1_0009,26,,1
id26_id20_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id20_0000,327,complete,J:,id20_0000,26,,1
id26_id20_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id20_0001,320,complete,J:,id20_0001,26,,1
id26_id20_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id20_0003,249,complete,J:,id20_0003,26,,1
id26_id20_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id20_0004,350,complete,J:,id20_0004,26,,1
id26_id20_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id20_0005,336,complete,J:,id20_0005,26,,1
id26_id20_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id20_0008,318,complete,J:,id20_0008,26,,1
id26_id20_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id20_0009,334,complete,J:,id20_0009,26,,1
id26_id21_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id21_0000,327,complete,J:,id21_0000,26,,1
id26_id21_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id21_0004,350,complete,J:,id21_0004,26,,1
id26_id21_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id21_0005,336,complete,J:,id21_0005,26,,1
id26_id21_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id21_0008,318,complete,J:,id21_0008,26,,1
id26_id22_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id22_0000,327,complete,J:,id22_0000,26,,1
id26_id22_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id22_0001,320,complete,J:,id22_0001,26,,1
id26_id22_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id22_0003,249,complete,J:,id22_0003,26,,1
id26_id22_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id22_0004,350,complete,J:,id22_0004,26,,1
id26_id22_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id22_0005,336,complete,J:,id22_0005,26,,1
id26_id22_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id22_0009,334,complete,J:,id22_0009,26,,1
id26_id23_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id23_0001,320,complete,J:,id23_0001,26,,1
id26_id23_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id23_0002,322,complete,J:,id23_0002,26,,1
id26_id23_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id23_0003,249,complete,J:,id23_0003,26,,1
id26_id23_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id23_0004,350,complete,J:,id23_0004,26,,1
id26_id23_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id23_0009,334,complete,J:,id23_0009,26,,1
id26_id24_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id24_0001,320,complete,J:,id24_0001,26,,1
id26_id24_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id24_0003,249,complete,J:,id24_0003,26,,1
id26_id24_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id24_0004,350,complete,J:,id24_0004,26,,1
id26_id24_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id24_0009,334,complete,J:,id24_0009,26,,1
id26_id25_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id25_0000,327,complete,J:,id25_0000,26,,1
id26_id25_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id25_0001,320,complete,J:,id25_0001,26,,1
id26_id25_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id25_0002,322,complete,J:,id25_0002,26,,1
id26_id25_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id25_0003,249,complete,J:,id25_0003,26,,1
id26_id25_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id25_0004,350,complete,J:,id25_0004,26,,1
id26_id25_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id25_0005,336,complete,J:,id25_0005,26,,1
id26_id25_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id25_0006,307,complete,J:,id25_0006,26,,1
id26_id25_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id25_0008,318,complete,J:,id25_0008,26,,1
id26_id25_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id25_0009,334,complete,J:,id25_0009,26,,1
id26_id27_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id27_0000,327,complete,J:,id27_0000,26,,1
id26_id27_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id27_0001,320,complete,J:,id27_0001,26,,1
id26_id27_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id27_0003,249,complete,J:,id27_0003,26,,1
id26_id27_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id27_0004,350,complete,J:,id27_0004,26,,1
id26_id27_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id27_0005,336,complete,J:,id27_0005,26,,1
id26_id27_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id27_0008,318,complete,J:,id27_0008,26,,1
id26_id28_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id28_0000,327,complete,J:,id28_0000,26,,1
id26_id28_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id28_0001,320,complete,J:,id28_0001,26,,1
id26_id28_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id28_0002,322,complete,J:,id28_0002,26,,1
id26_id28_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id28_0003,249,complete,J:,id28_0003,26,,1
id26_id28_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id28_0004,350,complete,J:,id28_0004,26,,1
id26_id28_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id28_0005,336,complete,J:,id28_0005,26,,1
id26_id28_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id28_0008,318,complete,J:,id28_0008,26,,1
id26_id29_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id29_0001,320,complete,J:,id29_0001,26,,1
id26_id29_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id29_0003,249,complete,J:,id29_0003,26,,1
id26_id29_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id29_0004,350,complete,J:,id29_0004,26,,1
id26_id29_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id29_0006,307,complete,J:,id29_0006,26,,1
id26_id29_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id29_0008,318,complete,J:,id29_0008,26,,1
id26_id29_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id29_0009,334,complete,J:,id29_0009,26,,1
id26_id2_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id2_0000,327,complete,J:,id2_0000,26,,1
id26_id2_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id2_0001,320,complete,J:,id2_0001,26,,1
id26_id2_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id2_0002,322,complete,J:,id2_0002,26,,1
id26_id2_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id2_0003,249,complete,J:,id2_0003,26,,1
id26_id2_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id2_0004,350,complete,J:,id2_0004,26,,1
id26_id2_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id2_0005,336,complete,J:,id2_0005,26,,1
id26_id2_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id2_0006,307,complete,J:,id2_0006,26,,1
id26_id2_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id2_0009,334,complete,J:,id2_0009,26,,1
id26_id30_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id30_0000,327,complete,J:,id30_0000,26,,1
id26_id30_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id30_0001,320,complete,J:,id30_0001,26,,1
id26_id30_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id30_0002,322,complete,J:,id30_0002,26,,1
id26_id30_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id30_0003,249,complete,J:,id30_0003,26,,1
id26_id30_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id30_0004,350,complete,J:,id30_0004,26,,1
id26_id30_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id30_0006,307,complete,J:,id30_0006,26,,1
id26_id30_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id30_0009,334,complete,J:,id30_0009,26,,1
id26_id31_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id31_0001,320,complete,J:,id31_0001,26,,1
id26_id31_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id31_0002,322,complete,J:,id31_0002,26,,1
id26_id31_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id31_0003,249,complete,J:,id31_0003,26,,1
id26_id31_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id31_0004,350,complete,J:,id31_0004,26,,1
id26_id31_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id31_0005,336,complete,J:,id31_0005,26,,1
id26_id31_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id31_0008,318,complete,J:,id31_0008,26,,1
id26_id31_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id31_0009,334,complete,J:,id31_0009,26,,1
id26_id32_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id32_0001,320,complete,J:,id32_0001,26,,1
id26_id32_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id32_0002,322,complete,J:,id32_0002,26,,1
id26_id32_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id32_0003,249,complete,J:,id32_0003,26,,1
id26_id32_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id32_0004,350,complete,J:,id32_0004,26,,1
id26_id32_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id32_0006,307,complete,J:,id32_0006,26,,1
id26_id33_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id33_0001,320,complete,J:,id33_0001,26,,1
id26_id33_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id33_0002,322,complete,J:,id33_0002,26,,1
id26_id33_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id33_0003,249,complete,J:,id33_0003,26,,1
id26_id33_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id33_0004,350,complete,J:,id33_0004,26,,1
id26_id33_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id33_0006,307,complete,J:,id33_0006,26,,1
id26_id34_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id34_0001,320,complete,J:,id34_0001,26,,1
id26_id34_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id34_0002,322,complete,J:,id34_0002,26,,1
id26_id34_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id34_0003,249,complete,J:,id34_0003,26,,1
id26_id34_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id34_0004,350,complete,J:,id34_0004,26,,1
id26_id34_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id34_0006,307,complete,J:,id34_0006,26,,1
id26_id35_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id35_0000,327,complete,J:,id35_0000,26,,1
id26_id35_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id35_0001,320,complete,J:,id35_0001,26,,1
id26_id35_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id35_0002,322,complete,J:,id35_0002,26,,1
id26_id35_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id35_0003,249,complete,J:,id35_0003,26,,1
id26_id35_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id35_0004,350,complete,J:,id35_0004,26,,1
id26_id35_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id35_0005,336,complete,J:,id35_0005,26,,1
id26_id35_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id35_0008,318,complete,J:,id35_0008,26,,1
id26_id37_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id37_0000,327,complete,J:,id37_0000,26,,1
id26_id37_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id37_0001,320,complete,J:,id37_0001,26,,1
id26_id37_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id37_0002,322,complete,J:,id37_0002,26,,1
id26_id37_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id37_0003,249,complete,J:,id37_0003,26,,1
id26_id37_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id37_0004,350,complete,J:,id37_0004,26,,1
id26_id37_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id37_0005,336,complete,J:,id37_0005,26,,1
id26_id37_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id37_0006,307,complete,J:,id37_0006,26,,1
id26_id37_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id37_0008,318,complete,J:,id37_0008,26,,1
id26_id37_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id37_0009,334,complete,J:,id37_0009,26,,1
id26_id38_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id38_0001,320,complete,J:,id38_0001,26,,1
id26_id38_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id38_0002,322,complete,J:,id38_0002,26,,1
id26_id38_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id38_0003,249,complete,J:,id38_0003,26,,1
id26_id38_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id38_0004,350,complete,J:,id38_0004,26,,1
id26_id38_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id38_0006,307,complete,J:,id38_0006,26,,1
id26_id3_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id3_0000,327,complete,J:,id3_0000,26,,1
id26_id3_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id3_0001,320,complete,J:,id3_0001,26,,1
id26_id3_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id3_0002,322,complete,J:,id3_0002,26,,1
id26_id3_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id3_0003,249,complete,J:,id3_0003,26,,1
id26_id3_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id3_0004,350,complete,J:,id3_0004,26,,1
id26_id3_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id3_0005,336,complete,J:,id3_0005,26,,1
id26_id3_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id3_0006,307,complete,J:,id3_0006,26,,1
id26_id3_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id3_0008,318,complete,J:,id3_0008,26,,1
id26_id4_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id4_0001,320,complete,J:,id4_0001,26,,1
id26_id4_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id4_0002,322,complete,J:,id4_0002,26,,1
id26_id4_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id4_0003,249,complete,J:,id4_0003,26,,1
id26_id4_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id4_0004,350,complete,J:,id4_0004,26,,1
id26_id4_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id4_0006,307,complete,J:,id4_0006,26,,1
id26_id6_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id6_0001,320,complete,J:,id6_0001,26,,1
id26_id6_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id6_0002,322,complete,J:,id6_0002,26,,1
id26_id6_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id6_0003,249,complete,J:,id6_0003,26,,1
id26_id6_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id6_0004,350,complete,J:,id6_0004,26,,1
id26_id6_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id6_0006,307,complete,J:,id6_0006,26,,1
id26_id9_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id9_0000,327,complete,J:,id9_0000,26,,1
id26_id9_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id9_0001,320,complete,J:,id9_0001,26,,1
id26_id9_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id9_0002,322,complete,J:,id9_0002,26,,1
id26_id9_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id9_0003,249,complete,J:,id9_0003,26,,1
id26_id9_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id9_0004,350,complete,J:,id9_0004,26,,1
id26_id9_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id9_0005,336,complete,J:,id9_0005,26,,1
id26_id9_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id9_0006,307,complete,J:,id9_0006,26,,1
id26_id9_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id9_0008,318,complete,J:,id9_0008,26,,1
id26_id9_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id26_id9_0009,334,complete,J:,id9_0009,26,,1
id27_0000,real,H:\Celeb-real FRAMES\id27_0000,317,complete,H:,,,6,
id27_0001,real,H:\Celeb-real FRAMES\id27_0001,288,complete,H:,,,7,
id27_0002,real,H:\Celeb-real FRAMES\id27_0002,340,complete,H:,,,7,
id27_0003,real,H:\Celeb-real FRAMES\id27_0003,283,complete,H:,,,5,
id27_0004,real,H:\Celeb-real FRAMES\id27_0004,307,complete,H:,,,6,
id27_0005,real,MISSING,0,missing,N/A,,,7,
id27_0006,real,H:\Celeb-real FRAMES\id27_0006,295,complete,H:,,,6,
id27_0007,real,H:\Celeb-real FRAMES\id27_0007,331,complete,H:,,,6,
id27_0008,real,H:\Celeb-real FRAMES\id27_0008,331,complete,H:,,,7,
id27_0009,real,H:\Celeb-real FRAMES\id27_0009,311,complete,H:,,,6,
id27_id19_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id19_0001,288,complete,J:,id19_0001,27,,1
id27_id19_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id19_0002,340,complete,J:,id19_0002,27,,1
id27_id19_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id19_0003,283,complete,J:,id19_0003,27,,1
id27_id19_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id19_0004,307,complete,J:,id19_0004,27,,1
id27_id19_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id19_0006,295,complete,J:,id19_0006,27,,1
id27_id19_0007,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id19_0007,331,complete,J:,id19_0007,27,,1
id27_id19_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id19_0008,331,complete,J:,id19_0008,27,,1
id27_id19_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id19_0009,311,complete,J:,id19_0009,27,,1
id27_id20_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id20_0000,317,complete,J:,id20_0000,27,,1
id27_id20_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id20_0001,288,complete,J:,id20_0001,27,,1
id27_id20_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id20_0002,340,complete,J:,id20_0002,27,,1
id27_id20_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id20_0003,283,complete,J:,id20_0003,27,,1
id27_id20_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id20_0004,307,complete,J:,id20_0004,27,,1
id27_id20_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id20_0006,295,complete,J:,id20_0006,27,,1
id27_id20_0007,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id20_0007,331,complete,J:,id20_0007,27,,1
id27_id20_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id20_0008,331,complete,J:,id20_0008,27,,1
id27_id20_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id20_0009,311,complete,J:,id20_0009,27,,1
id27_id21_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id21_0000,317,complete,J:,id21_0000,27,,1
id27_id21_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id21_0001,288,complete,J:,id21_0001,27,,1
id27_id21_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id21_0002,340,complete,J:,id21_0002,27,,1
id27_id21_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id21_0003,283,complete,J:,id21_0003,27,,1
id27_id21_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id21_0004,307,complete,J:,id21_0004,27,,1
id27_id21_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id21_0006,295,complete,J:,id21_0006,27,,1
id27_id21_0007,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id21_0007,331,complete,J:,id21_0007,27,,1
id27_id21_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id21_0008,331,complete,J:,id21_0008,27,,1
id27_id21_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id21_0009,311,complete,J:,id21_0009,27,,1
id27_id22_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id22_0000,317,complete,J:,id22_0000,27,,1
id27_id22_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id22_0001,288,complete,J:,id22_0001,27,,1
id27_id22_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id22_0002,340,complete,J:,id22_0002,27,,1
id27_id22_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id22_0003,283,complete,J:,id22_0003,27,,1
id27_id22_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id22_0004,307,complete,J:,id22_0004,27,,1
id27_id22_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id22_0006,295,complete,J:,id22_0006,27,,1
id27_id22_0007,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id22_0007,331,complete,J:,id22_0007,27,,1
id27_id22_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id22_0008,331,complete,J:,id22_0008,27,,1
id27_id22_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id22_0009,311,complete,J:,id22_0009,27,,1
id27_id23_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id23_0001,288,complete,J:,id23_0001,27,,1
id27_id23_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id23_0003,283,complete,J:,id23_0003,27,,1
id27_id23_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id23_0004,307,complete,J:,id23_0004,27,,1
id27_id23_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id23_0006,295,complete,J:,id23_0006,27,,1
id27_id23_0007,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id23_0007,331,complete,J:,id23_0007,27,,1
id27_id23_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id23_0008,331,complete,J:,id23_0008,27,,1
id27_id23_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id23_0009,311,complete,J:,id23_0009,27,,1
id27_id24_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id24_0000,317,complete,J:,id24_0000,27,,1
id27_id24_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id24_0001,288,complete,J:,id24_0001,27,,1
id27_id24_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id24_0002,340,complete,J:,id24_0002,27,,1
id27_id24_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id24_0003,283,complete,J:,id24_0003,27,,1
id27_id24_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id24_0004,307,complete,J:,id24_0004,27,,1
id27_id24_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id24_0006,295,complete,J:,id24_0006,27,,1
id27_id24_0007,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id24_0007,331,complete,J:,id24_0007,27,,1
id27_id24_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id24_0008,331,complete,J:,id24_0008,27,,1
id27_id24_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id24_0009,311,complete,J:,id24_0009,27,,1
id27_id25_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id25_0000,317,complete,J:,id25_0000,27,,1
id27_id25_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id25_0001,288,complete,J:,id25_0001,27,,1
id27_id25_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id25_0002,340,complete,J:,id25_0002,27,,1
id27_id25_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id25_0003,283,complete,J:,id25_0003,27,,1
id27_id25_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id25_0004,307,complete,J:,id25_0004,27,,1
id27_id25_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id25_0006,295,complete,J:,id25_0006,27,,1
id27_id25_0007,fake,J:\DF\FR\Celeb-synthesis FRAMES\id27_id25_0007,331,complete,J:,id25_0007,27,,1
